x y
202.25666450280596 1002.1893319001532
289.3274725540932 96.54870774041672
201.511027052345 1005.0740265113525
1421.9697087580928 1301.3580825906363
1090.570397462306 291.4449146603717
591.6041334880289 687.4379821662028
402.7298567555369 209.95626235354328
1417.7129534992928 1300.9055014132337
415.9024191250354 205.434145694841
313.4780809159141 85.3051792522852
189.8807057215182 997.5964591966866
1119.174147826321 294.1799980249716
302.0378379579232 110.6961340696424
1085.0777588943363 309.7507102765214
1295.9038867103052 805.2309549761532
1107.8103985281134 303.67851804621233
202.95379677033358 988.1956521983859
289.54628836339805 97.61930009881728
218.15964541794006 1009.0737649069752
303.41388423703256 113.815356741674
397.3869555123016 191.41476085389948
1097.5945132035322 292.4140278531534
1090.5791810103788 314.37991947518
1316.5622504335593 801.6652178270709
292.980003021913 74.37676458865504
403.9625225041044 192.45390455053231
187.26879248106897 1001.372535046134
198.27714425190064 990.8706401683687
416.7185196345921 199.5005477171018
602.6019368185943 701.8367306409307
600.7189447298013 692.5721044894264
1299.6237157595806 801.3682422366943
203.07705766005196 992.0034698905454
1289.6099473723255 795.5506720901029
378.6373343883147 184.23841811604876
1103.9591256031113 294.47506935023875
1299.8399382804662 796.1937699090624
595.1562230064009 703.2213423112228
201.6958916758124 995.3285703987513
311.28457112093537 108.69608350520375
311.5006731942146 89.16229719270342
391.4474936660105 200.1011307561786
1389.5876237701812 1290.6168282926183
392.72329977378985 187.81683414728298
603.5071463465611 697.9323743424413
1278.606367745366 814.3756402084754
592.4398535634753 712.1995959665818
611.4815863975224 705.8884166664151
1394.3867407300258 1298.2460192325061
1101.0895775581396 297.7423353305478
607.3035366624858 698.0369205691014
1290.9610418861087 800.429895280571
1414.3031907381392 1292.0544628047653
593.8769642670262 686.6128699504076
1303.9014977899294 799.9968120009597
1406.5480786216588 1290.0328575520132
394.86259851260127 198.95132880635333
1406.8264385546195 1303.182911950932
1299.931340843544 792.1546002789129
1401.0582661774017 1309.2423263429594
1394.706517696905 1289.798650840067
278.4366004888183 99.05151983434959
1291.1521480022009 808.2702779666542
196.64883884352054 995.0279358912512
1410.2116142336386 1298.0289652101208
1100.743922004101 304.57560282948856
1110.39700068667 303.7660296349599
304.96843979123537 109.74639259941395
410.8887193668853 196.81008662574482
601.8895670746498 703.4150192639285
